,class_label,prob_unstim,UMAP_1,UMAP_2
1183,bin2,0.9999852,2.570706,-2.8782718
1184,bin2,0.9997779,2.0975404,-1.5351546
1185,bin2,0.9994213,-1.8828284,-2.0438173
1186,bin2,0.9999675,-1.5978348,-4.699897
1187,bin2,0.9998216,0.39272636,-0.72194624
1188,bin2,0.999886,0.7285447,-2.7949967
1189,bin2,0.999741,-1.3630098,-2.2829432
1190,bin2,0.99998754,3.5358236,-0.6174942
1191,bin2,0.9999323,-2.2478416,-4.8784432
1192,bin2,0.99926645,-0.45821387,-2.3297384
1193,bin2,0.9999714,3.0216873,-1.5202223
1194,bin2,0.999839,1.1908762,-2.7728586
1195,bin2,0.99959874,1.3509429,-2.9606655
1196,bin2,0.9997291,-2.93953,-2.324507
1197,bin2,0.99946606,-1.5054448,0.15125987
1198,bin2,0.9998283,1.4330531,-1.067672
1199,bin2,0.99985623,-2.6956565,-0.98160934
1200,bin2,0.9997731,0.02073783,-2.6413934
1201,bin2,0.9997449,0.012734387,-2.9679985
1202,bin2,0.99995464,-0.050158348,-1.3008134
1203,bin2,0.9999018,1.57526,-0.5980314
1204,bin2,0.99918973,-0.98129594,-0.8749877
1205,bin2,0.9997854,-0.6464373,-3.3840456
1206,bin2,0.9998102,2.3344185,-1.9681395
1207,bin2,0.99917865,-0.17597425,-3.6346557
1208,bin2,0.99990606,-0.3870145,-1.9167595
1209,bin2,0.9999681,2.0252445,-1.4989202
1210,bin2,0.9999652,3.746425,-1.0680523
1211,bin2,0.99987054,2.5575316,0.55817914
1212,bin2,0.99950373,1.9924128,-3.0072653
1213,bin2,0.9991127,-1.3115826,-2.1766655
1214,bin2,0.99956113,-2.2680364,-5.975731
1215,bin2,0.99946934,1.1714939,-1.1421037
1216,bin2,0.99942684,0.916734,-3.668388
1217,bin2,0.99993396,2.599032,-0.1543374
1218,bin2,0.99905145,0.45387283,-4.404031
1219,bin2,0.9998936,2.6651466,-0.7569696
1220,bin2,0.9990485,1.104612,-1.1176947
1221,bin2,0.99996924,1.1814756,-1.5214614
1222,bin2,0.9994592,0.43149355,0.44844756
1223,bin2,0.999977,2.419848,-0.80675054
1224,bin2,0.9998904,0.5620194,-4.466228
1225,bin2,0.9998987,0.5693561,-4.2035427
1226,bin2,0.99982864,0.4546073,-0.6354811
1227,bin2,0.9999519,-1.1426295,-0.8643788
1228,bin2,0.99987644,-2.9447067,-3.3159614
1229,bin2,0.9991509,1.7891198,-4.9385724
1230,bin2,0.99995834,2.5133789,-1.0870677
1231,bin2,0.9998965,-2.1333475,-2.0410783
1232,bin2,0.9995937,-0.23024228,-3.140361
1233,bin2,0.9999474,2.4720645,0.30169627
1234,bin2,0.99994296,2.704344,-0.73279226
1235,bin2,0.99998397,3.346151,-1.3900146
1236,bin2,0.9998978,3.3326468,-1.5937574
1237,bin2,0.9997384,-2.2173767,-0.9300839
1238,bin2,0.9999243,2.0430648,-1.9640228
1239,bin2,0.9995586,2.2383723,-0.2364083
1240,bin2,0.99977905,-1.151657,-3.5812287
1241,bin2,0.9995399,0.41051745,-0.790241
1242,bin2,0.9993717,1.0109007,-0.85145664
1243,bin2,0.99951667,2.1215155,-1.8345569
1244,bin2,0.99954313,1.7029256,-3.6935816
1245,bin2,0.9997921,1.1675605,-1.8789259
1246,bin2,0.9991107,1.9940422,-3.432863
1247,bin2,0.99940205,0.60272014,0.16097325
1248,bin2,0.9995008,-0.37784424,-1.279858
1249,bin2,0.9995799,1.2826306,-1.7039797
1250,bin2,0.9998579,1.3655959,-2.87438
1251,bin2,0.9998845,1.0172713,-4.43973
1252,bin2,0.99992555,0.49511784,-1.8654777
1253,bin2,0.99985856,0.18280375,1.5972368
1254,bin2,0.9995677,-0.9948261,-0.81316686
1255,bin2,0.99991363,1.937353,-0.24591896
1256,bin2,0.99980336,1.4531467,-2.3757584
1257,bin2,0.9995784,1.9819645,-1.6385864
1258,bin2,0.99997616,0.25817752,1.3852963
1259,bin2,0.99984276,1.4382194,-3.7712615
1260,bin2,0.9990785,0.5857162,-1.7734171
1261,bin2,0.9994955,0.6252965,-2.9980261
1262,bin2,0.9993972,-0.4018786,-5.9411507
1263,bin2,0.9991033,-0.98489255,-1.88285
1264,bin2,0.99996686,3.2329543,-0.67290545
1265,bin2,0.9998709,1.6146994,-5.047348
1266,bin2,0.9994445,-0.78686917,-2.072327
1267,bin2,0.99992365,1.2874559,-2.0048742
1268,bin2,0.9991444,-0.59139556,-4.9035153
1269,bin2,0.9996276,0.48721492,-2.673801
1270,bin2,0.9998074,2.26914,-1.6356449
1271,bin2,0.99982685,-1.5884093,-1.7060239
1272,bin2,0.9997935,-0.4032247,-1.8361223
1273,bin2,0.99991274,-0.18977904,-0.04982215
1274,bin2,0.99977887,-1.8163444,-2.4969933
1275,bin2,0.9999548,3.0455377,-1.2753434
1276,bin2,0.9998209,0.23269048,-1.1368436
1277,bin2,0.9997731,-2.9661057,-2.2018986
1278,bin2,0.9992008,-1.1585146,-2.2196205
1279,bin2,0.9997456,2.3193574,-1.9059787
1280,bin2,0.9997263,1.0887828,-5.3768063
1281,bin2,0.99998313,0.8538568,-0.9468179
1282,bin2,0.9991742,-0.7787082,-3.1827955
1283,bin2,0.9996095,0.8324712,-2.1323402
1284,bin2,0.99988836,-1.3487685,-1.5491023
1285,bin2,0.9997608,1.6080863,-1.4137765
1286,bin2,0.9999591,-1.6349443,-4.2300167
1287,bin2,0.99994165,0.2837784,-0.9394146
1288,bin2,0.99994564,1.5462936,0.1758947
1289,bin2,0.9999248,1.3268167,-1.3589374
1290,bin2,0.99972665,1.2450982,-2.5789652
1291,bin2,0.99958944,0.9100483,-2.6130445
1292,bin2,0.99990785,-2.2518778,-3.911169
1293,bin2,0.999873,-0.51719123,-3.4869792
1294,bin2,0.9999308,1.2388197,-5.2618575
1295,bin2,0.9999786,-1.1190208,-2.809064
1296,bin2,0.9998699,-2.619712,-3.8485117
1297,bin2,0.99980927,0.148125,-4.314829
1298,bin2,0.9998362,-0.43803513,-1.429102
1299,bin2,0.9996499,0.636464,-0.20146266
1300,bin2,0.9994046,1.5497695,-5.479041
1301,bin2,0.9998303,-0.78709614,0.102757335
1302,bin2,0.9999575,0.8413455,-6.0639057
1303,bin2,0.99992865,0.8337844,-4.987919
1304,bin2,0.9998678,1.9810159,-1.461979
1305,bin2,0.99971443,-1.0565548,-4.732774
1306,bin2,0.9993159,0.33170593,-4.415664
1307,bin2,0.99996835,3.0817957,-1.4706749
1308,bin2,0.99952334,1.0486922,0.067684144
1309,bin2,0.99949294,-0.94881326,-5.051909
1310,bin2,0.99950933,-2.7409434,-2.2382474
1311,bin2,0.9994898,-1.3413482,0.33850187
1312,bin2,0.9998714,-1.4524103,-5.177766
1313,bin2,0.99986166,3.1633043,-1.306016
1314,bin2,0.99981433,0.06768852,0.4920802
1315,bin2,0.999946,1.3294079,-0.4161455
1316,bin2,0.99988997,-0.7274886,-5.434407
1317,bin2,0.99985427,-1.3788085,-3.930307
1318,bin2,0.99984956,-2.6382053,-2.9465399
1319,bin2,0.99971414,0.20339304,-3.6119041
1320,bin2,0.9999152,-1.8794959,-0.31871685
1321,bin2,0.99953055,0.38570297,-0.066081926
1322,bin2,0.99991524,-0.42258433,-1.521432
1323,bin2,0.99947214,-1.1671128,-2.000393
1324,bin2,0.9994741,-0.6136083,-5.1049104
1325,bin2,0.9994692,-0.7115236,-1.1054616
1326,bin2,0.9999801,-2.7613847,-1.7611542
1327,bin2,0.9994982,0.32836086,-6.166061
1328,bin2,0.99933165,1.5811251,-0.7430701
1329,bin2,0.99967194,-0.7038732,-1.829483
1330,bin2,0.9995764,1.5833626,-2.9115753
1331,bin2,0.9999634,3.429716,-1.2284449
1332,bin2,0.99941766,0.20004815,-1.4844701
1333,bin2,0.9998909,2.7687573,-0.35461232
1334,bin2,0.9999786,0.6298135,-0.06299545
1335,bin2,0.9999361,2.0397637,-1.876853
1336,bin2,0.9996962,-0.5973937,-1.9253017
1337,bin2,0.99994254,-0.055251297,-2.9024882
1338,bin2,0.99927706,-2.4831758,-4.654509
1339,bin2,0.9994737,1.2075518,-0.51303804
1340,bin2,0.9999227,-0.8431379,-1.9055156
1341,bin2,0.99993837,2.1296756,-1.1092726
1342,bin2,0.99995434,-2.455032,-1.0677485
1343,bin2,0.9999014,-0.76037925,-1.1587002
1344,bin2,0.99998,2.440711,-0.036319107
1345,bin2,0.9999834,2.7614698,0.14566287
1346,bin2,0.9997163,-1.3669171,-4.479492
1347,bin2,0.9991563,-1.0380336,-2.7943566
1348,bin2,0.9993989,0.92791164,-4.8746715
1349,bin2,0.999619,1.2020367,-0.29905346
1350,bin2,0.99996305,-0.76300645,-2.8062387
1351,bin2,0.9999638,3.7262359,-1.3159779
1352,bin2,0.9999338,-1.607079,-3.842303
1353,bin2,0.99973845,0.20856932,-3.9596004
1354,bin2,0.9993874,0.6753045,-1.6631842
1355,bin2,0.9994707,-0.6282603,-4.088819
1356,bin2,0.99996734,-1.838398,-4.487774
1357,bin2,0.9999801,2.5329762,-0.4499221
1358,bin2,0.9999855,4.069018,-1.2089572
1359,bin2,0.9999586,-1.2205105,-4.2198873
1360,bin2,0.99932253,-0.5130493,-3.4729106
1361,bin2,0.9995862,0.27981198,-1.1612004
1362,bin2,0.9997756,-1.4226322,-2.9509284
1363,bin2,0.9992797,0.4056409,-4.7522864
1364,bin2,0.9994503,-2.2107751,-3.3314838
1365,bin2,0.99973476,1.8739698,-3.871346
1366,bin2,0.9996123,1.1220998,-2.7189567
1367,bin2,0.99925995,0.062126163,0.4311518
1368,bin2,0.9992964,-1.8872496,-2.6227007
1369,bin2,0.9992344,0.6720773,-1.2977864
1370,bin2,0.9998396,-0.9353468,-4.4707594
1371,bin2,0.9999321,3.2555935,0.68708634
1372,bin2,0.999214,0.45787692,-0.44729373
1373,bin2,0.9997544,-0.22591358,-2.399395
1374,bin2,0.9993113,-1.4619986,-2.086733
1375,bin2,0.9998909,2.8430486,-0.7449734
1376,bin2,0.99957407,0.73271006,-0.17401882
1377,bin2,0.99939704,1.7267886,-0.43236473
1378,bin2,0.9996484,1.9332737,-2.7949317
1379,bin2,0.9999388,2.6084125,-0.49014732
1380,bin2,0.9998347,1.0632172,-5.2214394
1381,bin2,0.9999192,1.77365,-1.4006965
1382,bin2,0.9999877,2.148392,-0.906927
1383,bin2,0.99998474,3.8976443,-1.3757991
1384,bin2,0.999838,-1.9930667,-5.710521
1385,bin2,0.99984866,1.8651909,-1.6763507
1386,bin2,0.9996519,1.6317276,-1.6150867
1387,bin2,0.99954903,-1.9817159,-3.6543145
1388,bin2,0.9994867,0.7999992,-4.436964
1389,bin2,0.99972415,0.9499719,0.5547646
1390,bin2,0.99997735,3.3891685,-0.06950244
1391,bin2,0.9999543,-1.4003028,-0.96414435
1392,bin2,0.999314,0.73593265,-3.482157
1393,bin2,0.9997582,1.5598924,-6.282499
1394,bin2,0.99985003,2.0821216,-0.9496554
1395,bin2,0.99956685,2.4036095,-3.5518773
1396,bin2,0.9995199,-0.7512563,-4.3581433
1397,bin2,0.99979514,-0.9916189,-2.24419
1398,bin2,0.9996878,-0.45844954,-4.233096
1399,bin2,0.99996996,-2.8964908,-4.259859
1400,bin2,0.9998492,0.23423296,-1.1692731
1401,bin2,0.99913543,-1.660103,-5.2474813
1402,bin2,0.99990314,1.4272652,-1.189671
1403,bin2,0.9999319,1.0637866,-4.254094
1404,bin2,0.9992244,-2.0150847,-5.001701
1405,bin2,0.99968797,-1.1993911,-0.23711228
1406,bin2,0.9997044,-0.6815371,-1.3780503
1407,bin2,0.9998801,0.99058187,0.18310323
1408,bin2,0.99997485,1.1920207,-2.1125648
1409,bin2,0.99943364,-2.1010106,-3.1280632
1410,bin2,0.99997663,3.3112147,-1.2824565
1411,bin2,0.999878,1.0844742,-1.9472497
1412,bin2,0.99935305,1.3482288,-5.187046
1413,bin2,0.99971104,-2.1197877,-3.9956846
1414,bin2,0.9991581,1.104552,-1.3591778
1415,bin2,0.9999136,-0.6470226,0.08843598
1416,bin2,0.9994899,0.6866289,-1.6087239
1417,bin2,0.9999131,-2.170655,-1.7587411
1418,bin2,0.9999129,-1.6882374,-0.10031882
1419,bin2,0.9994884,-0.909367,-2.9527478
1420,bin2,0.9997271,-0.8810953,-1.0680934
1421,bin2,0.9993303,-1.1836559,-1.1374835
1422,bin2,0.9998758,2.2178094,-0.050637454
1423,bin2,0.9999578,2.7591958,-0.61368334
1424,bin2,0.9996309,1.3962306,-0.81191003
1425,bin2,0.9998904,-0.6422434,-0.85522103
1426,bin2,0.9998909,-2.1320248,-4.7153573
1427,bin2,0.9998865,-0.7425406,-3.3393803
1428,bin2,0.99989915,1.6165037,-1.9228947
1429,bin2,0.99980205,-0.72443384,-1.4833053
1430,bin2,0.99938285,-2.44131,-3.583297
1431,bin2,0.99979675,-2.219324,-3.5697935
1432,bin2,0.99992317,2.6499143,-1.1403278
1433,bin2,0.99924535,1.8659046,-0.5429957
1434,bin2,0.9992548,0.4178934,-0.33614153
1435,bin2,0.99998385,2.1678023,0.44665223
1436,bin2,0.9999262,-0.21123546,-4.9143715
1437,bin2,0.99972624,-1.8115675,-5.7794313
1438,bin2,0.99988693,0.61090577,-6.1429443
1439,bin2,0.99985623,1.8711206,-1.0888907
1440,bin2,0.99991995,1.1489754,0.6024687
1441,bin2,0.9999769,2.2421882,-1.1193902
1442,bin2,0.99984866,-0.84981024,0.8507217
1443,bin2,0.9998454,-0.6249017,0.32154587
1444,bin2,0.99995315,-2.3943353,-4.659977
1445,bin2,0.99991226,2.3481405,-4.120078
1446,bin2,0.9995846,2.2719984,-2.5305898
1447,bin2,0.9998867,1.8081251,-0.5959089
1448,bin2,0.99993646,-2.776062,-2.4487798
1449,bin2,0.9996715,1.7996374,-0.85806644
1450,bin2,0.9995266,-2.110421,-3.388099
1451,bin2,0.9998204,2.2361553,0.06316684
1452,bin2,0.9993099,1.8859159,-5.5924244
1453,bin2,0.99921876,0.52855635,0.0036158562
1454,bin2,0.9999161,1.3035656,-4.517093
1455,bin2,0.9999705,0.26857752,1.0217389
1456,bin2,0.99928474,-0.2691351,-3.092316
1457,bin2,0.99996966,-0.38156185,1.6599014
1458,bin2,0.9996315,0.35451412,0.00633049
1459,bin2,0.9998867,0.27027264,-5.525214
1460,bin2,0.9994914,1.0667436,-0.37776032
1461,bin2,0.99961674,1.3688805,-5.108311
1462,bin2,0.9996863,2.1898139,-0.9626328
1463,bin2,0.99929315,0.8611798,-1.1603389
1464,bin2,0.99974567,-0.025339615,0.6135582
1465,bin2,0.9997187,0.20484072,-4.2979174
1466,bin2,0.9997787,-1.8732505,-2.7446423
1467,bin2,0.9991149,0.48807377,-4.010309
1468,bin2,0.99977356,-1.422704,-3.918174
1469,bin2,0.999981,0.0900212,1.5342886
1470,bin2,0.9997562,1.7187855,-1.1130811
1471,bin2,0.99987406,-2.9871767,-3.6286778
1472,bin2,0.9997988,3.6003375,-1.2269357
1473,bin2,0.99996036,3.5512483,-1.9016627
1474,bin2,0.99998295,3.8281686,-1.2447238
1475,bin2,0.9998648,-1.945787,-0.4500924
1476,bin2,0.9991887,-1.7480042,-0.49188432
1477,bin2,0.99995875,3.2164853,-1.0599241
1478,bin2,0.99948186,1.223405,-3.9825747
1479,bin2,0.9999491,-0.72395,-2.0442405
1480,bin2,0.99939775,-0.24446267,-6.1566405
1481,bin2,0.99963593,0.8892466,-3.8477614
1482,bin2,0.9999216,2.2182016,-3.2983031
1483,bin2,0.9992797,1.3736417,-3.453303
1484,bin2,0.9992397,0.09918923,-0.68649936
1485,bin2,0.9994998,0.42821923,-5.5876827
1486,bin2,0.9997927,-1.0093627,-3.4679074
1487,bin2,0.99995446,1.2061256,-3.1370325
1488,bin2,0.99988776,0.08247406,1.5163752
1489,bin2,0.999976,0.9194601,-2.6800425
1490,bin2,0.99995995,-0.54120433,0.09215936
1491,bin2,0.99996877,3.5658236,-1.2496135
1492,bin2,0.99935347,1.7148643,-4.1589093
1493,bin2,0.99995315,3.530559,-1.5731317
1494,bin2,0.99980253,0.46109688,-1.334012
1495,bin2,0.9995961,-0.9201124,-2.1968794
1496,bin2,0.99974257,-1.0295393,-4.1464515
1497,bin2,0.99970835,-1.110202,-4.496048
1498,bin2,0.9992755,-0.108831845,-0.9062878
1499,bin2,0.99955094,0.917398,-5.770735
1500,bin2,0.9997728,-0.831244,-2.2555828
1501,bin2,0.99969804,-2.34937,-5.806159
1502,bin2,0.99970406,-1.8969102,-4.744239
1503,bin2,0.99997616,-2.5337136,-3.4035134
1504,bin2,0.99965286,-2.4496675,-4.107145
1505,bin2,0.99959534,0.41204,-1.7753154
1506,bin2,0.9997665,1.7176795,-0.6366153
1507,bin2,0.9999899,2.0678985,0.5052644
1508,bin2,0.99948925,-1.4921345,-0.36001864
1509,bin2,0.99980086,-0.39637327,-0.29851568
1510,bin2,0.99919105,-1.1355462,-0.08105871
1511,bin2,0.9999569,2.2931023,-1.1446679
1512,bin2,0.99961555,-0.4193597,-2.8714843
1513,bin2,0.99987483,-1.4310795,-2.0488293
1514,bin2,0.99972343,1.60709,-2.045276
1515,bin2,0.9997728,1.7719636,-4.166112
1516,bin2,0.9993831,-0.5139782,-3.7997165
1517,bin2,0.99977773,-2.1115448,-2.16926
1518,bin2,0.9998839,-1.8150525,-0.31012014
1519,bin2,0.9998465,-1.3880752,-5.4604435
1520,bin2,0.9999331,1.6306695,0.3951239
1521,bin2,0.9996367,0.63550985,-0.6515651
1522,bin2,0.9997475,2.0609102,-0.35826576
1523,bin2,0.99987435,2.0298257,0.21745875
1524,bin2,0.99998176,-1.1565027,-5.3263717
1525,bin2,0.9995285,0.112127356,-4.7387037
1526,bin2,0.999251,-0.445752,-2.8551443
1527,bin2,0.9996496,0.67161006,-0.15237479
1528,bin2,0.99961007,-1.1352273,-0.19916001
1529,bin2,0.99953586,-2.460918,-1.5111662
1530,bin2,0.9999249,0.116542466,-1.9428939
1531,bin2,0.99988306,0.40470082,-1.6197578
1532,bin2,0.9998962,2.235924,-0.33659187
1533,bin2,0.9991221,2.0315702,-1.3919051
1534,bin2,0.999483,1.3691645,-0.8633039
1535,bin2,0.9999657,1.3215142,-1.6430787
1536,bin2,0.9997945,-0.50758183,-2.4685469
1537,bin2,0.9998319,1.1399841,-4.883154
1538,bin2,0.99996126,3.2421198,-1.2755494
1539,bin2,0.9994355,0.39881146,-0.33607748
1540,bin2,0.99992687,3.4564693,-1.7281214
1541,bin2,0.99947715,-1.147657,-2.198794
1542,bin2,0.99959594,0.9176964,-4.0131006
1543,bin2,0.99979466,0.5929789,-5.078668
1544,bin2,0.9999717,1.9412698,-1.6184494
1545,bin2,0.99954635,1.4091583,-3.5376148
1546,bin2,0.99975604,1.2108529,-3.4184797
1547,bin2,0.99962544,-1.0493664,-2.507636
1548,bin2,0.9999216,-2.2257574,-5.8481565
1549,bin2,0.9997912,0.5221748,-3.162334
1550,bin2,0.99986315,2.1799529,-0.15848169
1551,bin2,0.9990464,-1.7783847,-2.2654457
1552,bin2,0.99998075,3.9911773,-1.1568077
1553,bin2,0.99998146,0.15279177,-0.96587956
1554,bin2,0.99955976,1.5859753,-5.230961
1555,bin2,0.9997221,0.48846212,-2.8235877
1556,bin2,0.99992704,-1.7527049,-3.8777246
1557,bin2,0.9999205,-1.54813,-3.2575324
1558,bin2,0.99984753,-0.29212427,-3.9907181
1559,bin2,0.99952286,0.6768159,-3.9469118
1560,bin2,0.9992476,1.7560544,-3.5081995
1561,bin2,0.9998809,1.535736,-3.2258348
1562,bin2,0.99992096,1.6597106,-2.0884829
1563,bin2,0.99977165,0.87887925,-5.517134
1564,bin2,0.9999686,1.9335042,0.4084452
1565,bin2,0.9995383,-1.3233621,-6.1946354
1566,bin2,0.99996465,0.24198265,-3.503578
1567,bin2,0.99947345,-2.6763022,-4.3527985
1568,bin2,0.99997944,3.0834022,-0.24684605
1569,bin2,0.99994874,-2.8412993,-1.8498077
1570,bin2,0.9998735,0.48767608,-1.1094918
1571,bin2,0.9999461,2.801,-0.72157776
1572,bin2,0.99992234,2.478687,-0.3514248
1573,bin2,0.99964875,1.0728687,0.04440427
1574,bin2,0.9998205,-1.8590868,-1.862085
1575,bin2,0.9999438,2.753452,-1.2087266
1576,bin2,0.9995958,0.3991217,-1.0832157
1577,bin2,0.999165,-0.80045724,-0.62589514
1578,bin2,0.9997501,1.6098629,-1.3949449
1579,bin2,0.99979186,-0.48537418,-3.0343277
1580,bin2,0.99971837,-0.69666207,-1.4163231
1581,bin2,0.9999056,-0.6268544,-1.9036939
1582,bin2,0.9993577,-0.5830669,-1.5037469
1583,bin2,0.99969494,-2.872884,-2.3374739
1584,bin2,0.99953896,-2.2887774,-4.5998993
1585,bin2,0.9999826,2.3569312,0.18026435
1586,bin2,0.9996789,2.0554342,-1.4116169
1587,bin2,0.99949896,0.9406512,0.61482596
1588,bin2,0.99973214,1.6137339,0.1382134
1589,bin2,0.9999564,-2.5649981,-3.304359
1590,bin2,0.999906,-1.6206533,-3.259711
1591,bin2,0.9992786,0.47524655,-0.08542648
1592,bin2,0.99903435,-1.8267192,-4.630386
1593,bin2,0.9998539,-0.6442442,-3.1209753
1594,bin2,0.999313,0.22923546,-3.0929914
1595,bin2,0.9996325,0.82650614,-1.0652372
1596,bin2,0.9996596,-1.5838538,-3.8604982
1597,bin2,0.9998295,0.7114764,-0.21147555
1598,bin2,0.9999216,1.1734221,-4.625188
1599,bin2,0.9994059,0.633365,-0.7406814
1600,bin2,0.99957883,0.53231037,-3.709715
1601,bin2,0.9997958,-0.91863924,-5.157805
1602,bin3,0.9986422,1.3340168,-3.1803937
1603,bin3,0.9989087,1.547467,-4.726027
1604,bin3,0.9977196,0.5384757,-1.0333236
1605,bin3,0.9983904,-0.24750203,-4.991615
1606,bin3,0.9989786,-1.953364,-5.1665826
1607,bin3,0.9981065,-1.9068232,-5.266898
1608,bin3,0.99898654,1.8524957,-4.089655
1609,bin3,0.99777365,0.33078402,-4.271098
1610,bin3,0.99889576,-0.5174781,0.13304332
1611,bin3,0.9989049,0.4656551,-3.6881938
1612,bin3,0.99821097,-0.12994923,-1.1857826
1613,bin3,0.99857664,1.2719122,-2.4328275
1614,bin3,0.99762535,0.19772531,-4.2398376
1615,bin3,0.99822444,1.0200969,-5.190308
1616,bin3,0.998031,0.88561577,-1.4149381
1617,bin3,0.9975851,-1.4225442,-3.2693043
1618,bin3,0.9976299,-1.7814285,-5.702352
1619,bin3,0.99758303,1.8361415,-5.512374
1620,bin3,0.9985306,0.5895195,-2.6289375
1621,bin3,0.9986722,-1.1344353,0.097926676
1622,bin3,0.99895954,-0.8751372,-3.7561262
1623,bin3,0.99838454,1.6193656,-3.4758434
1624,bin3,0.9989195,-1.4191858,-1.2977142
1625,bin3,0.99857664,-0.97761035,-0.14149976
1626,bin3,0.99897546,1.0220242,-3.4866753
1627,bin3,0.99883264,0.35071564,-3.8640304
1628,bin3,0.9978506,1.8976966,-0.31444642
1629,bin3,0.9975679,-1.3303262,-0.39771274
1630,bin3,0.9981493,1.3471725,-1.3693154
1631,bin3,0.998986,0.27506828,-0.018161878
1632,bin3,0.9984307,-0.18265975,-5.0649395
1633,bin3,0.9976692,1.0986329,-5.9579644
1634,bin3,0.9980924,-0.7430607,-4.114943
1635,bin3,0.99857193,-1.3608656,-3.0246513
1636,bin3,0.9985688,-1.5975198,-2.1881711
1637,bin3,0.99816287,1.1754802,-4.5467796
1638,bin3,0.9985085,-2.0557745,-4.21495
1639,bin3,0.9978935,-0.72033006,-1.5640035
1640,bin3,0.9981197,-0.59095496,-4.7839046
1641,bin3,0.99884397,1.4080095,-4.4685698
1642,bin3,0.99844384,1.8453767,-5.719513
1643,bin3,0.99811214,0.08527356,-4.726081
1644,bin3,0.9981054,2.4451385,-1.8127378
1645,bin3,0.9988332,1.3940428,-4.5534506
1646,bin3,0.998989,-0.79077333,-2.4724472
1647,bin3,0.9988997,1.145271,-2.6864557
1648,bin3,0.99824727,0.16786146,-4.232253
1649,bin3,0.99861425,-1.7478021,-6.0027385
1650,bin3,0.9977934,-0.7141735,-5.207895
1651,bin3,0.9988332,0.7421771,-0.12570316
1652,bin3,0.9987031,0.96411693,-2.9122255
1653,bin3,0.99894226,-0.4553845,-2.7348285
1654,bin3,0.99772894,-1.9325196,-0.1795456
1655,bin3,0.99787486,-1.7311901,-3.3240516
1656,bin3,0.9977392,0.86158794,-1.8970346
1657,bin3,0.99782574,1.5076979,-5.8316603
1658,bin3,0.99753755,-0.41045618,-3.8410254
1659,bin3,0.9975037,-0.30590874,-1.4080476
1660,bin3,0.99884003,-0.6298472,-4.971368
1661,bin3,0.9981288,-2.7114377,-4.525658
1662,bin3,0.9987178,2.4575498,-3.2537618
1663,bin3,0.9988115,1.4454439,-5.2155685
1664,bin3,0.99890625,0.48583382,0.86407924
1665,bin3,0.9981603,-0.17850989,-4.2070694
1666,bin3,0.9989627,-0.17174178,-3.7270434
1667,bin3,0.9981127,1.2747099,-2.0001032
1668,bin3,0.9978405,0.66623724,-3.3996708
1669,bin3,0.99794704,0.68983525,-5.820975
1670,bin3,0.9979598,-0.55461085,0.19542655
1671,bin3,0.9975509,-0.85685956,-1.1274564
1672,bin3,0.9988572,0.788158,0.35047218
1673,bin3,0.99883926,1.3366832,-4.334494
1674,bin3,0.99864006,-0.46053863,-1.5364043
1675,bin3,0.998413,2.3949885,-1.6180012
1676,bin3,0.9989413,0.8837078,-5.302792
1677,bin3,0.997964,-1.1371943,-2.4829888
1678,bin3,0.99899393,-0.6739188,-3.0293965
1679,bin3,0.9978358,-0.37651938,-2.0918543
1680,bin3,0.99844044,1.5640888,-1.4022323
1681,bin3,0.998637,-1.8067329,-3.0664253
1682,bin3,0.9985761,0.7211496,-6.184348
1683,bin3,0.99833316,1.8121444,-0.5804733
1684,bin3,0.9979627,1.0841695,-5.832589
1685,bin3,0.9980174,-1.3803523,-4.206091
1686,bin3,0.9982119,-1.8403013,-0.4496232
1687,bin3,0.9978545,-1.2514119,-3.597037
1688,bin3,0.9985982,0.6942076,-3.170887
1689,bin3,0.9986669,-2.038654,-4.5355086
1690,bin3,0.997801,0.16554815,-0.1088095
1691,bin3,0.9985242,0.15159898,-1.5934784
1692,bin3,0.99852484,-2.1736693,-3.5050726
1693,bin3,0.9988445,-0.46552992,-0.7562785
1694,bin3,0.998524,-0.51765317,-2.7694044
1695,bin3,0.99899787,-1.1511629,-1.0135909
1696,bin3,0.99852777,0.7027778,-6.0585237
1697,bin3,0.99800557,1.678948,-3.7700212
1698,bin3,0.99854445,0.33783793,-0.7200891
1699,bin3,0.99888825,-1.4031101,-2.073436
1700,bin3,0.99811924,-1.6544592,-2.9801846
1701,bin3,0.9980414,1.3215839,-5.4209633
1702,bin3,0.99853384,1.7775501,-3.8040073
1703,bin3,0.9985164,0.10821039,-0.6018703
1704,bin3,0.99805725,-1.4824164,-1.3007033
1705,bin3,0.9988219,-0.8295774,-4.7803845
1706,bin3,0.99867153,1.5231621,-5.8772454
1707,bin3,0.9985212,-0.9442303,-2.6859834
1708,bin3,0.9984374,1.7403142,-2.2754502
1709,bin3,0.99770635,-1.3483776,-2.108533
1710,bin3,0.99842155,0.7811347,-0.108487695
1711,bin3,0.9984695,1.3005198,-2.3941875
1712,bin3,0.99836403,-0.50720817,-3.103658
1713,bin3,0.9980726,2.0321317,-1.5380394
1714,bin3,0.9985007,-0.36318946,-1.2185321
1715,bin3,0.9988585,0.87744504,-5.7082186
1716,bin3,0.9976002,0.9154689,-2.6572056
1717,bin3,0.9978453,0.63468087,-0.05317013
1718,bin3,0.9986876,1.4862666,0.47616833
1719,bin3,0.9989531,-1.8644029,-0.23881605
1720,bin3,0.99897593,0.07472975,-2.7922204
