,class_label,prob_unstim,UMAP_1,UMAP_2
211,bin1,0.9999979,4.1433134,-0.54634476
212,bin1,0.9999969,2.5504515,0.25208652
213,bin1,0.99999905,3.0706522,-0.050601512
214,bin1,0.9999992,2.7141693,0.96084166
215,bin1,0.99999297,2.6103184,-0.3798395
216,bin1,0.9999973,3.7927384,-1.4018648
217,bin1,0.9999956,3.9598503,-0.92622447
218,bin1,0.99999785,4.3514576,-1.0717257
219,bin1,0.9999974,3.0856094,0.4932662
220,bin1,0.99999815,3.9005804,-0.28681967
221,bin1,0.9999939,3.4227355,-1.4432855
222,bin1,0.99999815,2.818864,0.4629918
223,bin1,0.99999994,3.3171794,0.81737125
224,bin1,0.99999607,2.5826652,-0.52385974
225,bin1,0.99999917,3.6027234,0.33678666
226,bin1,0.99999964,3.118842,0.48454055
227,bin1,0.99999094,3.6501112,-0.901018
228,bin1,0.99999917,2.9857175,0.9924947
229,bin1,0.9999923,3.4718125,-1.1874573
230,bin1,0.99999905,3.9794466,0.3025742
231,bin1,0.99999124,2.4007611,0.14609206
232,bin1,0.99999213,1.9103717,0.24984923
233,bin1,0.99999917,3.7910128,-1.0939726
234,bin1,0.99999255,3.6472752,-1.2372816
235,bin1,0.9999995,4.0637784,-0.64928734
236,bin1,0.99999815,3.9985342,-0.9305328
237,bin1,0.9999942,2.7336898,0.34143463
238,bin1,0.99999654,3.6241472,-0.55838084
239,bin1,0.99999267,3.6205733,-0.8189846
240,bin1,0.9999977,3.5649667,0.42901465
241,bin1,0.999997,2.237644,-0.7709025
242,bin1,0.9999966,3.2353032,0.25028363
243,bin1,0.99999493,3.8972137,-1.3327699
244,bin1,0.99999905,-2.9580956,-3.3969545
245,bin1,0.9999955,-2.6631017,-3.5395918
246,bin1,0.9999957,3.9088666,0.12613726
247,bin1,0.9999939,2.6181967,0.30082938
248,bin1,0.9999971,3.9178255,-0.96974885
249,bin1,0.9999966,2.5180511,0.5583862
250,bin1,0.99999607,3.0530808,-0.29132298
251,bin1,0.99999905,4.0719705,-0.19655105
252,bin1,0.9999979,2.8219457,-0.49430445
253,bin1,0.9999984,3.8550754,-0.80535567
254,bin1,0.9999962,0.3720777,1.6662868
255,bin1,0.9999942,4.154566,-0.7309904
256,bin1,0.99999833,3.8807907,-1.2573234
257,bin1,0.99999964,4.5370517,-0.105733246
258,bin1,0.99999905,2.2009065,-0.3448262
259,bin1,0.9999971,2.2844884,-0.6487112
260,bin1,0.9999977,3.853261,-1.1863126
261,bin1,0.9999992,3.3619845,-0.039165467
262,bin1,0.9999957,3.7769425,-1.3433045
263,bin1,0.99999994,3.2646997,0.60700715
264,bin1,0.999994,3.8865,-0.91265833
265,bin1,0.99999774,3.8222709,-1.3766848
266,bin1,0.9999966,3.9513667,-0.2343457
267,bin1,0.99999994,3.9523842,1.0013924
268,bin1,0.9999964,-0.054746743,1.4804451
269,bin1,0.9999974,3.8433673,-0.26687858
270,bin1,0.9999982,3.6793587,-0.56359076
271,bin1,0.999991,3.1855185,-0.352811
272,bin1,0.99999964,3.6655483,1.0900555
273,bin1,0.9999949,2.5872009,-0.20723513
274,bin1,0.9999923,2.149776,0.28744528
275,bin1,0.9999992,3.5046027,0.7230674
276,bin1,0.9999949,2.8703108,-1.0772547
277,bin1,0.9999913,3.0124042,-1.2698529
278,bin1,0.9999971,4.2852187,-0.7441721
279,bin1,0.9999986,3.9794283,-1.1686156
280,bin1,0.99999624,0.50210035,1.7900581
281,bin1,0.99999994,3.7525558,0.29630443
282,bin1,0.9999905,3.7436168,-0.4818115
283,bin1,0.99999183,-2.617583,-2.7805243
284,bin1,0.999999,2.8910527,0.7121142
285,bin1,0.99999833,2.7172005,0.123262614
286,bin1,0.9999953,3.155081,0.31105825
287,bin1,0.9999966,-2.9048164,-2.9393601
288,bin1,0.9999979,2.4931564,0.12530008
289,bin1,0.99999905,3.097572,-0.42597505
290,bin1,0.99999917,3.5672064,-0.73529935
291,bin1,0.999994,3.2729998,-0.5626582
292,bin1,0.9999934,2.67168,-1.020677
293,bin1,0.9999979,3.690475,-0.077123076
294,bin1,0.9999986,2.4888337,0.7930933
295,bin1,0.999999,3.891212,-0.8925233
296,bin1,0.9999942,3.0063381,0.4299941
297,bin1,0.99999917,4.24353,-0.883155
298,bin1,0.9999923,3.8864236,-1.1586661
299,bin1,0.9999979,3.932102,-0.05419299
300,bin1,0.9999966,4.0804973,-0.556401
301,bin1,0.99999994,3.3625498,0.64274895
302,bin1,0.999999,3.6118534,0.9585924
303,bin1,0.99999684,3.8847969,-1.0194309
304,bin1,0.99999225,3.5211709,-1.1865615
305,bin1,0.99999344,3.360585,-0.59356296
306,bin1,0.99999875,3.8320446,0.4654974
307,bin1,0.9999997,3.7346525,0.9405211
308,bin1,0.9999997,3.8188114,0.85301805
309,bin1,0.99999267,3.1952434,-1.1810763
310,bin1,0.9999942,3.1102176,0.041487366
311,bin1,0.9999944,3.0322554,-0.041914433
312,bin1,0.9999934,3.2731879,-0.35213074
313,bin1,0.99999964,4.025305,0.8556372
314,bin1,0.9999992,3.3260412,0.90488076
315,bin1,0.9999934,2.6334865,-1.0153521
316,bin1,0.99999166,3.5662382,-1.029669
317,bin1,0.9999977,3.2182002,0.17361334
318,bin1,0.99999774,3.1675518,0.23809329
319,bin1,0.9999995,3.8061473,0.19954827
320,bin1,0.9999908,-2.1395028,-4.1034226
321,bin1,0.9999969,-2.5765805,-3.2777112
322,bin1,0.9999987,4.3217444,-0.3737003
323,bin1,0.999997,4.1451607,-0.6455023
324,bin1,0.99999875,4.232439,-1.1638074
325,bin1,0.9999995,3.8273656,-0.4938906
326,bin1,0.99999607,3.0503635,0.99275327
327,bin1,0.9999957,4.1699257,-0.882442
328,bin1,0.99999475,3.2564917,0.9199933
329,bin1,0.99999076,3.095649,-1.0391508
330,bin1,0.9999992,3.5952344,0.39080617
331,bin1,0.99999994,4.43502,0.8632237
332,bin1,0.9999997,4.3380675,0.53175175
333,bin1,0.9999949,2.487677,-1.1219795
334,bin1,0.99999136,3.2955248,-0.318975
335,bin1,0.99999785,3.9616127,-0.30005988
336,bin1,0.99999297,1.7465994,-0.52355814
337,bin1,0.9999966,2.245977,-0.7773521
338,bin1,0.99999136,1.0979686,0.18970716
339,bin1,0.99999875,3.41531,0.8586527
340,bin1,0.99999356,2.4805045,-0.6053202
341,bin1,0.99999607,3.6109016,0.4072706
342,bin1,0.9999975,3.9993594,-1.0787833
343,bin1,0.99999607,-1.1996076,0.40125278
344,bin1,0.99999684,2.5977368,0.43503845
345,bin1,0.99999624,4.2024503,-0.70708704
346,bin1,0.9999977,3.916221,-0.49387667
347,bin1,0.99999905,4.105637,0.064029485
348,bin1,0.99999446,3.483164,-0.8543314
349,bin1,0.9999974,3.9391458,0.0158737
350,bin1,0.9999957,2.8879201,0.41428623
351,bin1,0.9999951,2.5947309,-1.0977097
352,bin1,0.999991,3.0070395,-1.0545163
353,bin1,0.99999774,2.7750733,0.4649441
354,bin1,0.9999974,3.9619968,-0.4540833
355,bin1,0.999997,3.0115433,0.9391254
356,bin1,0.9999918,2.2000237,0.32246336
357,bin1,0.9999957,4.1201677,-0.9985198
358,bin1,0.9999982,2.4750595,0.47296548
359,bin1,0.9999943,3.0245917,-0.80445623
360,bin1,0.9999901,2.6317031,0.3690334
361,bin1,0.99999875,4.3130584,-1.127789
362,bin1,0.9999977,-3.0785089,-2.3162599
363,bin1,0.99999493,2.2789996,0.13013199
364,bin1,0.99999917,3.2520223,-0.40843597
365,bin1,0.99999994,3.892427,1.0275503
366,bin1,0.99999523,3.5323188,-1.000385
367,bin1,0.99999386,3.317561,0.32873
368,bin1,0.999999,2.410046,-0.53981566
369,bin1,0.9999992,2.9842684,-0.7137823
370,bin1,0.9999953,2.979325,-0.08999726
371,bin1,0.99999875,3.1454797,0.41909087
372,bin1,0.9999984,3.757327,-0.19235983
373,bin1,0.99999875,3.9754293,0.23777309
374,bin1,0.99999493,2.7876217,0.038363963
375,bin1,0.99999785,3.7011852,-1.2519537
376,bin1,0.99999624,3.7917204,0.26263073
377,bin1,0.99999917,4.437617,-0.2803968
378,bin1,0.99999964,4.5280952,-0.35863802
379,bin1,0.9999939,3.7943563,-1.2193363
380,bin1,0.999997,4.0993576,-0.9123888
381,bin1,0.99999994,3.691727,0.9716786
382,bin1,0.9999997,4.0922256,0.5286596
383,bin1,0.9999975,3.0358732,-0.025611669
384,bin1,0.9999987,3.7709286,-0.39462802
385,bin1,0.9999971,3.8331463,-1.2014725
386,bin1,0.9999974,4.0869255,-1.470556
387,bin1,0.99999875,2.746019,0.19441518
388,bin1,0.99999046,3.4294226,-0.7208679
389,bin1,0.9999986,3.9937856,-0.61964786
390,bin1,0.99999774,-2.2156887,-4.691022
391,bin1,0.999999,3.9158075,0.33294448
392,bin1,0.999997,3.1114302,0.27739087
393,bin1,0.9999926,2.6835868,-1.1385983
394,bin1,0.99999577,-2.7507014,-3.4917076
395,bin1,0.99999297,-0.2601988,-0.67484653
396,bin1,0.9999969,2.739038,-1.1338187
397,bin1,0.9999955,2.8865309,0.2910154
398,bin1,0.999999,3.5623584,-0.8266047
399,bin1,0.99999774,3.3355632,0.13867924
400,bin1,0.99999875,-3.20079,-2.6126873
401,bin1,0.9999995,4.0604362,0.64872706
402,bin1,0.9999987,2.7025874,0.6941668
403,bin1,0.9999987,3.675646,-0.6772591
404,bin1,0.99999917,4.0307827,0.46985593
405,bin1,0.999996,3.2446685,-1.0817401
406,bin1,0.9999905,2.9075232,0.17350408
407,bin1,0.99999446,2.8817306,0.73514724
408,bin1,0.9999926,4.2737365,-0.9803232
409,bin1,0.99999994,4.2309594,1.1310742
410,bin1,0.9999992,3.3736277,0.74839354
411,bin1,0.9999966,3.9610834,-1.2209976
412,bin1,0.9999982,3.5895734,-0.38482144
413,bin1,0.9999944,3.7446191,-0.5478542
414,bin1,0.9999987,2.8511693,0.65025866
415,bin1,0.99999136,4.2009697,-0.8167051
416,bin1,0.9999964,3.154293,-0.3187144
417,bin1,0.99999213,-0.09434398,1.648127
418,bin1,0.99999994,3.9726777,1.006999
419,bin1,0.99999684,3.7087183,-0.7082989
420,bin1,0.99999344,3.6161842,-0.15875486
421,bin1,0.9999974,3.9047084,-1.188197
422,bin1,0.99999607,-1.4982013,-4.8095717
423,bin1,0.99999964,3.253068,0.97292125
424,bin1,0.9999992,4.267355,-0.17775068
425,bin1,0.9999992,3.5225503,0.34630826
426,bin1,0.99999076,-1.638553,0.18013933
427,bin1,0.999997,3.5603244,-1.0863873
428,bin1,0.9999926,4.0333014,-1.1672126
429,bin1,0.99999315,3.0712066,0.41117713
430,bin1,0.9999992,3.872341,0.78605723
431,bin1,0.9999986,4.083455,0.64903915
432,bin1,0.9999986,2.7471218,0.83575094
433,bin1,0.9999969,2.4362748,-0.08084905
434,bin1,0.9999964,2.9972951,0.23330626
435,bin1,0.99999624,3.1268892,-1.2861798
436,bin1,0.99999964,4.1482387,-0.27014658
437,bin1,0.99999344,3.7740936,-1.177227
438,bin1,0.9999986,3.0924475,-0.5790602
439,bin1,0.9999947,3.4618912,-0.5963752
440,bin1,0.99999815,2.8016417,0.17199966
441,bin1,0.9999916,2.4427118,-0.2441217
442,bin1,0.9999995,0.27759838,1.1124319
443,bin1,0.99999034,2.9324923,-1.0087303
444,bin1,0.9999995,3.498156,-0.19111994
445,bin1,0.9999903,2.0952237,0.3950996
446,bin1,0.9999986,3.0948489,0.7304423
447,bin1,0.99999905,3.7779796,0.84568846
448,bin1,0.99999785,2.9697516,0.6064689
449,bin1,0.9999964,2.8992207,0.8641442
450,bin1,0.999994,3.178539,-0.033103794
451,bin1,0.9999986,2.7536411,-0.44882926
452,bin1,0.9999982,4.440597,-0.7608795
453,bin1,0.99999917,3.907477,-0.76748836
454,bin1,0.999994,3.6283722,-1.3445382
455,bin1,1.0,4.3608894,0.90661454
456,bin1,0.9999936,3.9614654,-1.1855409
457,bin1,0.9999986,2.826278,0.2874321
458,bin1,0.9999939,2.7774646,0.4545714
459,bin1,0.99999833,4.422493,-0.4994217
460,bin1,0.99999577,3.4170775,-0.57382524
461,bin1,0.99999785,2.683062,0.28988466
462,bin1,0.9999964,3.5814798,-1.1008056
463,bin1,0.9999942,3.3558679,-1.3045896
464,bin1,0.99999964,2.6683762,0.26633826
465,bin1,0.9999931,3.1011908,0.76164865
466,bin1,0.99999905,3.046938,0.76863754
467,bin1,0.9999995,3.096021,-0.16021577
468,bin1,0.9999975,2.8910522,0.8116468
469,bin1,0.9999956,3.504567,-1.0367523
470,bin1,0.9999997,3.7263536,0.7456838
471,bin1,0.9999913,-2.5632186,-3.3634973
472,bin1,0.99999684,3.0204868,-0.20118287
473,bin1,0.9999982,2.8637183,0.57473016
474,bin1,0.99999475,3.312294,-0.13007262
475,bin1,0.99999994,3.9060612,1.011063
476,bin1,0.9999957,3.160236,-0.93752325
477,bin1,0.99999577,3.5235076,0.48512378
478,bin1,0.99999785,4.0062413,0.2133837
479,bin1,0.99999446,2.5867434,0.06223789
480,bin1,0.9999936,3.5829718,-1.3842537
481,bin1,0.99999213,3.0961792,-1.0289843
482,bin1,0.99999917,2.3348424,0.16989473
483,bin1,1.0,4.57051,0.86648285
484,bin1,0.9999984,4.0785885,-0.8727391
485,bin1,0.999997,2.7730114,0.5263827
486,bin1,0.9999975,4.055282,-1.4664052
487,bin1,0.9999977,4.0176015,-1.030412
488,bin1,0.99999875,2.5039737,0.023565084
489,bin1,0.9999918,-0.06475257,-0.9896704
490,bin1,0.9999962,-0.22791243,1.4201691
491,bin1,0.99999297,2.8923817,0.8694111
492,bin1,0.999994,2.593852,-0.6605991
493,bin1,0.99999213,3.5799377,-1.0049579
494,bin1,0.99999905,3.5444186,-0.7847508
495,bin1,0.99999946,2.8374054,1.0139147
496,bin1,0.9999957,3.046154,-0.1205574
497,bin1,0.99999833,3.9700928,-1.3118814
498,bin1,0.99999946,3.5772774,1.0179846
499,bin1,0.9999984,2.7669408,0.80260265
500,bin1,0.99999785,3.3011806,-0.25374368
501,bin1,0.99999815,3.4032893,0.7365508
502,bin1,0.99999356,2.9836204,0.58451104
503,bin1,0.9999953,3.844679,-0.85834014
504,bin1,0.9999975,1.6934569,-0.32865545
505,bin1,0.99999577,4.245833,-0.54319143
506,bin1,0.9999979,3.279177,-0.7352383
507,bin1,0.9999971,-1.7824322,-3.863422
508,bin1,0.9999903,3.3967936,-1.7148461
509,bin1,0.9999975,3.7296317,-0.09686026
510,bin1,0.99999225,2.9102504,-1.5576446
511,bin1,0.999999,4.0910068,-0.17993852
512,bin1,0.9999982,2.690552,0.80862224
513,bin1,0.999999,2.326263,-1.3165803
514,bin1,0.9999955,3.8095315,-0.84960306
515,bin1,0.9999974,2.7669275,1.0570836
516,bin1,0.9999984,3.929732,-1.1419857
517,bin1,0.99999815,2.3930368,0.07545391
518,bin1,0.99999297,3.4115603,-0.5055909
519,bin1,0.9999926,2.202882,-0.46375397
520,bin1,0.9999942,-0.5165989,-3.4139495
521,bin1,0.9999986,-2.9864016,-2.6171398
522,bin1,0.9999947,2.9288323,0.23455581
523,bin1,0.9999984,3.0872433,-0.47724298
524,bin1,0.99999523,2.685668,-0.5614114
525,bin1,0.99999386,-2.92213,-2.5394611
526,bin1,0.9999969,3.811763,-0.582453
527,bin1,0.99999964,4.162494,0.0629783
528,bin1,0.99999386,1.6256498,-1.6807877
529,bin1,0.9999982,3.085299,0.34826258
530,bin1,0.9999921,2.6428995,0.5303918
531,bin1,0.99999994,3.9060144,0.22250399
532,bin1,0.99999994,4.1679387,0.07211867
533,bin1,0.9999931,2.2375937,0.45908397
534,bin1,0.999999,2.293142,0.6719489
535,bin1,0.9999951,1.5795008,0.41377583
536,bin1,0.9999918,2.8204424,-1.4841931
537,bin1,0.99999255,2.8817623,-0.3095323
538,bin1,0.99999875,3.1322205,-0.26837668
539,bin1,0.9999974,2.924832,0.8345566
540,bin1,0.99999946,2.3927896,0.8131139
541,bin1,0.99999785,3.889977,-0.57892466
542,bin1,0.99999297,2.8422277,-0.21968919
543,bin1,0.99999964,4.2640734,-0.08206627
544,bin1,0.9999979,3.5793762,-0.3185629
545,bin1,0.99999607,2.890869,-0.9879954
546,bin1,0.99999964,3.5084696,-0.10198739
547,bin1,0.999999,3.3718252,0.23128545
548,bin1,0.9999992,4.1180096,-1.0231692
549,bin1,0.99999046,0.51523596,-0.6850431
550,bin1,0.99999315,-2.9974802,-3.91993
551,bin1,0.9999905,0.44258565,0.53272223
552,bin1,0.9999986,3.3684144,-1.228501
553,bin1,0.9999949,2.3464847,-0.72642696
554,bin1,0.9999979,2.165134,0.23361859
555,bin1,0.9999943,-2.71499,-2.7326536
556,bin1,0.9999986,3.501446,0.66448414
557,bin1,0.9999997,3.4147892,0.6158935
558,bin1,0.99999684,3.725747,-1.0474557
559,bin1,0.99999654,3.0691054,-1.4002777
560,bin1,0.9999986,3.4990237,0.40265766
561,bin1,0.9999992,3.937135,-0.46063974
562,bin1,0.99999964,3.7741323,0.5747647
563,bin1,0.999999,4.072079,-0.11836383
564,bin1,0.99999994,4.173461,0.59213173
565,bin1,0.9999962,2.476557,-0.30169836
566,bin1,0.99999344,3.739627,-1.5838007
567,bin1,0.9999997,3.5527232,0.9141917
568,bin1,0.9999966,3.6667144,-1.3090323
569,bin1,0.99999833,4.1413465,-0.79412484
570,bin1,0.9999984,3.7231848,-0.1640664
571,bin1,0.99999946,3.2136672,0.49810472
572,bin1,0.99999475,3.7993443,-1.3817652
573,bin1,0.99999136,0.29873145,1.8010893
