gene	color	max_enrichment_bins
A2ML1	#f5fafe	1.0931708636035344
A3GALT2	#e5eff9	1.7400885289569876
AAAS	#e2edf8	1.874154170008108
AADAC	#e2edf8	1.851379814045139
AAGAB	#d0e2f2	2.579327907538487
AANAT	#eaf3fb	1.5072599002936446
AAR2	#f1f7fd	1.2577399659597268
AARSD1	#cde0f1	2.688489431564061
AASDHPPT	#e9f2fa	1.5891408863726335
AASS	#dae8f6	2.1562535645232765
AATK	#eef5fc	1.4022846207363366
ABCA12	#dceaf6	2.083726181879668
ABCA2	#f0f6fd	1.300065503712311
ABCB4	#deebf7	2.014944889977016
ABCB8	#f2f8fd	1.2097471856821254
ABCB9	#dceaf6	2.072308300925493
ABCC11	#e2edf8	1.8620797698764984
ABCC8	#f7fbff	1.030942715743408
ABCD1	#f5f9fe	1.1171135790655529
ABCD2	#f1f7fd	1.2581930427212105
ABCD4	#eaf3fb	1.5055636063964921
ABCG2	#f2f7fd	1.2352242156540358
ABHD12	#eef5fc	1.3589269735511238
ABHD14A	#f4f9fe	1.1533330197566385
ABHD15	#d6e5f4	2.3487465239572813
ABHD17A	#d6e5f4	2.347331120930952
ABHD2	#e7f0fa	1.66414274507383
ABHD3	#eef5fc	1.3950069723150178
ABHD8	#f1f7fd	1.2808579372332252
ABI2	#dceaf6	2.0687177922459563
ABLIM2	#bfd8ed	3.1868160477740823
ABO	#f1f7fd	1.2529977452379972
ABRACL	#d9e8f5	2.1947129560848326
ABTB1	#bdd7ec	3.2297488095542977
ACAA1	#d9e7f5	2.242188502208917
ACACA	#e5eff9	1.7231498405883536
ACADL	#cee0f2	2.670663452900959
ACADS	#f1f7fd	1.2646819708531867
ACAP2	#f2f8fd	1.1991469900383243
ACAT1	#dce9f6	2.101375630426182
ACBD7	#f6faff	1.0486798208136674
ACCSL	#d0e2f2	2.581506499916351
ACE	#edf4fc	1.4215494603221717
ACE2	#e6f0f9	1.714815921802594
ACER3	#edf4fc	1.418713873804505
ACHE	#e3eef8	1.828719200114821
ACKR2	#f2f7fd	1.226736078446264
ACOT13	#f5fafe	1.083038716874319
ACOT9	#f1f7fd	1.2771768881697636
ACOX2	#e2edf8	1.8716114273759668
ACOX3	#deebf7	2.0086592795196605
ACR	#f5f9fe	1.0968149049371607
ACRV1	#d0e1f2	2.5979469017422905
ACSBG1	#e3eef9	1.7929070412776267
ACSF2	#dfecf7	1.9532674716107081
ACSM6	#e5eff9	1.7460793868968136
ACTA2	#f5fafe	1.0865793592990731
ACTB	#e5eff9	1.7354907937049493
ACTG1	#edf4fc	1.4199685512912332
ACTL8	#e3eef8	1.8142672383964928
ACTL9	#87bddc	4.438017868028075
ACTN2	#d9e8f5	2.217919664308569
ACTR1B	#d4e4f4	2.4217371814637416
ACTR2	#f5f9fe	1.1044940474268692
ACTR3C	#f7fbff	1.014793510442957
ACTRT2	#e8f1fa	1.6142628376591266
ACTRT3	#cee0f2	2.6729889348958618
ACVR2B	#e7f1fa	1.6422761299031001
ADAD1	#d6e6f4	2.326585800726769
ADAL	#e8f1fa	1.6038064996469132
ADAM18	#f1f7fd	1.2705995870627809
ADAMTS17	#f5f9fe	1.1229178888958165
ADAMTS20	#c8dcf0	2.9222305392359638
ADAMTS4	#e6f0f9	1.7068809816906942
ADAMTS8	#f1f7fd	1.2801241842077924
ADAMTSL1	#b2d2e8	3.5307803249996788
ADAMTSL2	#d7e6f5	2.2831462402963925
ADARB2	#f6faff	1.056369274739873
ADAT1	#e7f0fa	1.6567910332133609
ADAT2	#cee0f2	2.679303235504514
ADCK2	#dfebf7	1.9864817738750347
ADCY2	#f2f8fd	1.2027474381449605
ADCY3	#f3f8fe	1.157621711074525
ADCY6	#f6faff	1.0442211915770574
ADCY8	#edf4fc	1.4247845323414179
ADCYAP1	#d5e5f4	2.379554776332651
ADCYAP1R1	#e7f0fa	1.66747199619644
ADD2	#ddeaf7	2.0377683915987466
ADGRA1	#d7e6f5	2.2847369177262142
ADGRB2	#eef5fc	1.355015616514005
ADGRE5	#f2f8fd	1.20686613908888
ADGRF1	#e1edf8	1.8887157014975902
ADGRF2	#f7fbff	1.0262149887389498
ADGRF5	#f6faff	1.05537026447183
ADGRG1	#dbe9f6	2.1479492813139927
ADGRG4	#c4daee	3.0579238064226373
ADH5	#ebf3fb	1.4971048626418826
ADHFE1	#f5f9fe	1.1233811351266274
ADIPOQ	#cfe1f2	2.6432906228381885
ADIPOR2	#d6e5f4	2.3536316219616977
ADM	#e1edf8	1.896580558638011
ADM2	#f3f8fe	1.1652577298969522
ADM5	#f2f8fd	1.1927560188719188
ADORA1	#f2f7fd	1.2418488768907787
ADORA2B	#e2edf8	1.8728673427363949
ADRA1B	#f0f6fd	1.3096021108955918
ADRBK2	#d2e3f3	2.5145668475548284
ADSL	#deebf7	2.0206769571809775
ADSSL1	#f5f9fe	1.1011093631175188
ADTRP	#d1e2f3	2.548406595263154
AEBP1	#e8f1fa	1.6148157361128916
AEN	#e6f0f9	1.695666941578978
AES	#d8e7f5	2.2675112536368314
AFAP1L1	#f5fafe	1.0703053339034374
AFAP1L2	#f1f7fd	1.2808319600648108
AFF2	#deebf7	2.01459821279215
AFMID	#d3e3f3	2.4899449974195216
AGAP2	#e7f1fa	1.6469791940836416
AGBL1	#f6faff	1.0565395635454207
AGER	#f5f9fe	1.1217571689040011
AGFG2	#f3f8fe	1.1679246887928192
AGGF1	#d3e4f3	2.4451864342921654
AGMAT	#d9e8f5	2.195342353121834
AGMO	#f6faff	1.0344231781130704
AGO1	#f4f9fe	1.1324128640373703
AGPAT1	#c3daee	3.073952132105445
AGPAT3	#f5f9fe	1.1159534729972922
AGPAT4	#f2f8fd	1.201163981002378
AGPAT9	#f3f8fe	1.1856297562466362
AGR2	#cfe1f2	2.6491635238916693
AGR3	#ccdff1	2.764268980715824
AGT	#f3f8fe	1.1669373740180753
AGTR1	#deebf7	2.009739769822055
AHI1	#dce9f6	2.102051787579334
AHRR	#e3eef9	1.7902161612530723
AIDA	#d3e4f3	2.4531791512925825
AIFM2	#e5eff9	1.7499427637947274
AIM1	#e3eef9	1.800737888990921
AIRE	#e2edf8	1.862026092512478
AJAP1	#e2edf8	1.8458253225828836
AK1	#dfebf7	1.9992129903611129
AK2	#eff6fc	1.3168667216961243
AK4	#e7f0fa	1.6836699163238968
AK7	#dbe9f6	2.14614413989235
AK9	#f2f7fd	1.2265307432602732
AKAP10	#f3f8fe	1.1590742880048197
AKAP14	#f7fbff	1.0128446244165294
AKR1B10	#d5e5f4	2.3873379523516363
AKR1B15	#e8f1fa	1.6073767377119437
AKR1C3	#eaf2fb	1.5515519452595639
AKR1C4	#dfebf7	1.9951413071461555
AKR1E2	#eaf2fb	1.5585887012495443
AKR7A3	#ebf3fb	1.4850606911608717
AKT1S1	#d1e2f3	2.5529853719614186
AKT2	#c1d9ed	3.1482938448661817
AKT3	#cde0f1	2.701864701839763
ALAS2	#eef5fc	1.350766976458575
ALCAM	#d8e7f5	2.2532197867873944
ALDH18A1	#c3daee	3.069441435243792
ALDH1A1	#f6faff	1.039636148064347
ALDH1A3	#f2f8fd	1.2039237033979417
ALDH3B2	#e1edf8	1.8956288800350556
ALDH5A1	#ddeaf7	2.0359242377039437
ALDOA	#d0e1f2	2.596687745396174
ALDOC	#f3f8fe	1.1788444800111495
ALG10B	#ecf4fb	1.4546208606470727
ALG1L2	#c2d9ee	3.103556566775638
ALK	#e7f1fa	1.6394627783891595
ALKBH5	#ddeaf7	2.0623984440381777
ALOX12B	#e3eef8	1.8318458223612428
ALOX5	#ddeaf7	2.0594500430828897
ALPK1	#eaf3fb	1.523640116866688
ALPK3	#f5f9fe	1.1149933670268564
ALS2	#dfebf7	1.9744745336846274
ALX4	#ecf4fb	1.4570120916709437
AMBP	#f2f8fd	1.2183638253020765
AMBRA1	#cfe1f2	2.627618461264165
AMDHD1	#e5eff9	1.7311321797913366
AMER2	#d5e5f4	2.386051548575984
AMHR2	#dfecf7	1.9550910420907566
AMMECR1L	#eef5fc	1.389264892168193
AMN	#f5fafe	1.0642260730660267
AMPD1	#f1f7fd	1.2620895136549621
AMTN	#d0e1f2	2.6162666060238884
AMY1A	#f7fbff	1.0068370111413734
AMY1C	#dae8f6	2.1593919710721625
ANAPC1	#eaf3fb	1.5275840298755625
ANAPC10	#d9e8f5	2.190029283699972
ANAPC4	#dae8f6	2.1612043122936355
ANAPC5	#f5fafe	1.0784174747911117
ANGPT1	#f2f7fd	1.239141295842971
ANGPT2	#e2edf8	1.869624088432014
ANGPT4	#eaf2fb	1.5609568637647318
ANGPTL2	#f3f8fe	1.158432168835089
ANGPTL4	#d2e3f3	2.525369324782569
ANHX	#dbe9f6	2.147559720593524
ANK1	#f0f6fd	1.2919346003178491
ANK2	#dfebf7	1.9737888728370723
ANKDD1A	#d9e8f5	2.2101267359242858
ANKDD1B	#deebf7	2.0267198818380296
ANKEF1	#cde0f1	2.6975811603863478
ANKH	#e1edf8	1.905598224903468
ANKHD1	#e6f0f9	1.6900117826314751
ANKHD1-EIF4EBP3	#ebf3fb	1.4865160143179503
ANKRD10	#cfe1f2	2.6496529160495754
ANKRD12	#eef5fc	1.367707057063821
ANKRD13D	#d8e7f5	2.259455023749263
ANKRD17	#dceaf6	2.07210794413008
ANKRD2	#dceaf6	2.072590276818433
ANKRD20A1	#caddf0	2.868758054884326
ANKRD20A4	#eaf3fb	1.5296320461098274
ANKRD30A	#d9e7f5	2.2196107389225137
ANKRD33	#dfecf7	1.962376954866746
ANKRD34A	#ecf4fb	1.4512478357377274
ANKRD35	#e9f2fa	1.5679547921641346
ANKRD37	#f5fafe	1.0702407129916935
ANKRD39	#e2edf8	1.8730095810727962
ANKRD42	#e4eff9	1.7667180364454347
ANKS3	#e7f0fa	1.6749791403616419
ANKUB1	#d2e3f3	2.5237116620876336
ANKZF1	#f1f7fd	1.2665588537003103
ANO10	#f7fbff	1.0286615160936825
ANO4	#e7f1fa	1.6384525960509395
ANO6	#f1f7fd	1.2506175724324176
ANP32B	#e4eff9	1.7513160632660945
ANTXR1	#eef5fc	1.3691348538392965
ANTXR2	#e0ecf8	1.9246679737921477
ANXA1	#e2edf8	1.8697745873781053
ANXA7	#dceaf6	2.080199098204477
ANXA8L1	#eff6fc	1.3268070371659848
AOAH	#e9f2fa	1.5832599236991283
AOC3	#eff6fc	1.3248727676989893
AP1AR	#d1e2f3	2.5377539511846936
AP1M1	#ecf4fb	1.4550260800374626
AP1M2	#eaf2fb	1.549588563943753
AP1S2	#eef5fc	1.3791457761523502
AP2A1	#d5e5f4	2.379492938043018
AP2B1	#ccdff1	2.753918777186113
AP2M1	#f7fbff	1.028807797267338
AP2S1	#eff6fc	1.3160967092593423
AP3B2	#e1edf8	1.895523359723018
AP3D1	#dceaf6	2.0904591602119975
AP4B1	#cfe1f2	2.629088297994767
AP5S1	#f3f8fe	1.162986855228179
APC	#f1f7fd	1.2779122461403498
APEH	#f2f7fd	1.2304095441484413
APEX1	#f2f8fd	1.2127415665563352
APMAP	#f3f8fe	1.1597564761428023
APOA1BP	#dfebf7	1.973175813954958
APOA2	#e2edf8	1.8708155199053602
APOA5	#eaf2fb	1.5558992862488692
APOBEC2	#dce9f6	2.1229979890547677
APOBEC3A	#dce9f6	2.099090863845303
APOBEC3B	#cee0f2	2.658983290317688
APOBR	#ebf3fb	1.4932227498469202
APOD	#cfe1f2	2.6540422047046
APOH	#e3eef9	1.8027238731266473
APOL3	#e1edf8	1.9023099421323815
APOM	#dceaf6	2.0907092366602313
APOOL	#e0ecf8	1.9320237664848534
APPBP2	#eaf2fb	1.5515729701684888
APTX	#f0f6fd	1.2890763632390945
AQP12A	#edf4fc	1.4093772853379396
AQP3	#f2f7fd	1.2201595436687493
AQP7	#e1edf8	1.8842424287405286
AQP8	#f1f7fd	1.271939794728475
AQP9	#cadef0	2.8352005627762034
AREL1	#cee0f2	2.668546948160819
ARF1	#dae8f6	2.182859779014871
ARF3	#deebf7	2.0112502626554107
ARFGAP3	#e9f2fa	1.567284020841839
ARFGEF3	#b8d5ea	3.3509936605316972
ARFIP2	#edf4fc	1.4367692496061526
ARGFX	#eef5fc	1.3594650441890455
ARHGAP12	#e8f1fa	1.6000169893325267
ARHGAP17	#eef5fc	1.3926767523922607
ARHGAP18	#dae8f6	2.160917783220787
ARHGAP19	#e9f2fa	1.579637898038893
ARHGAP28	#eef5fc	1.389879722283399
ARHGAP33	#f1f7fd	1.2546083630382072
ARHGAP5	#e7f0fa	1.6786376948679327
ARHGAP9	#b7d4ea	3.4032248492626516
ARHGDIB	#eef5fc	1.404251445782131
ARHGDIG	#c7dbef	2.99633860726051
ARHGEF10	#f4f9fe	1.1422080086848987
ARHGEF11	#d6e5f4	2.354612005661969
ARHGEF15	#dfecf7	1.9548694059965033
ARHGEF25	#eaf3fb	1.5118218086547823
ARHGEF26	#ddeaf7	2.0456573443339474
ARHGEF33	#c7dcef	2.95361994929645
ARHGEF35	#f5f9fe	1.1005237673330328
ARHGEF37	#e4eff9	1.7810264518861028
ARHGEF38	#e8f1fa	1.6119252150224446
ARHGEF7	#e4eff9	1.75265892260531
ARID1B	#f0f6fd	1.2827532194739923
ARID2	#f3f8fe	1.1636845571596888
ARID4B	#f4f9fe	1.1382811552048102
ARIH1	#81badb	4.575826511201775
ARIH2	#c6dbef	3.0064023683492223
ARIH2OS	#f1f7fd	1.2626519557959006
ARL1	#e2edf8	1.8657184846850345
ARL14EPL	#ebf3fb	1.48217594470537
ARL16	#f3f8fe	1.1857975867482262
ARL17A	#f1f7fd	1.2563505148184069
ARL17B	#eaf3fb	1.5102963483590321
ARL2BP	#eef5fc	1.3959190379879696
ARL5C	#ddeaf7	2.0473412250357685
ARL6IP4	#f3f8fe	1.166973722866894
ARL6IP5	#eaf2fb	1.5601521944206653
ARMC10	#dbe9f6	2.1470709994737645
ARMC2	#f5fafe	1.0675282997017974
ARMC3	#d6e6f4	2.342002822487093
ARMC9	#caddf0	2.8544646479737046
ARMCX3	#f2f8fd	1.2142255566234041
ARMCX4	#d7e6f5	2.3097501233434667
ARPC1A	#f3f8fe	1.1667063412601602
ARPC2	#eff6fc	1.3432994178228626
ARPC4	#dfecf7	1.9651253525779118
ARPC4-TTLL3	#eaf3fb	1.517065259521368
ARRDC1	#c1d9ed	3.155941897652756
ARRDC3	#dfebf7	1.986025141513864
ARRDC4	#eff6fc	1.3227950760993603
ARRDC5	#e3eef8	1.8224730104921472
ARSG	#f3f8fe	1.1573745870583858
ARSK	#d0e2f2	2.564130303175345
ART1	#e2edf8	1.8560181547080121
ARTN	#d8e7f5	2.257980986832581
ARX	#f7fbff	1.01355257559029
AS3MT	#e7f0fa	1.661257669123458
ASAH1	#f0f6fd	1.2881596265606716
ASB12	#d4e4f4	2.4310683864501637
ASB2	#deebf7	2.007841770305043
ASB8	#e6f0f9	1.7097745431011155
ASCC2	#f6faff	1.045148749205406
ASCL2	#dceaf6	2.087710895124074
ASGR2	#e7f0fa	1.6699111571766565
ASH1L	#d6e6f4	2.3181220170663877
ASNS	#dbe9f6	2.151587952315779
ASPDH	#edf4fc	1.4261960662560027
ASPM	#e7f0fa	1.6840716302660508
ASPSCR1	#eff6fc	1.338241340765416
ASTL	#eaf3fb	1.5227700671337279
ASUN	#cde0f1	2.6950955504942167
ATAD2B	#f5f9fe	1.1083605608830291
ATAD3C	#dce9f6	2.1167301113316546
ATAT1	#e4eff9	1.7678877404079736
ATCAY	#f1f7fd	1.2776845842458957
ATE1	#f4f9fe	1.1363431697348563
ATF1	#dceaf6	2.072742273976406
ATF5	#e3eef9	1.7854265138586003
ATF6	#f2f8fd	1.19270339249374
ATF6B	#f1f7fd	1.2570259513016584
ATF7	#f7fbff	1.0110079734796136
ATF7IP	#d9e7f5	2.2384232773817865
ATF7IP2	#eef5fc	1.4002837460951698
ATG10	#084285	8.45458576191215
ATG101	#0e59a2	7.729604338135474
ATG12	#09529d	7.941154761213626
ATG13	#3e8ec4	6.116930477916229
ATG14	#1561a9	7.470863424126133
ATG16L1	#2171b5	6.983508600227394
ATG16L2	#dceaf6	2.0766362832325225
ATG3	#115ca5	7.627790423105608
ATG4B	#1c6ab0	7.211665214899517
ATG5	#08509b	8.022774712022086
ATG7	#084e98	8.076516490354075
ATG9A	#084e98	8.084822651708846
ATG9B	#e5eff9	1.7209647491199265
ATP10A	#f3f8fe	1.1716899320761986
ATP10B	#f2f7fd	1.2478710607934826
ATP13A3	#eaf3fb	1.500919195569352
ATP1B1	#d7e6f5	2.309105335705501
ATP2A1	#d3e3f3	2.4884304787992013
ATP2A3	#e5eff9	1.7273456187552967
ATP2C1	#dbe9f6	2.13650379900729
ATP2C2	#f2f8fd	1.2117276483201214
ATP5D	#eef5fc	1.3465081193701072
ATP5G2	#eaf2fb	1.555710787582948
ATP5I	#f1f7fd	1.2792387213921859
ATP5J2-PTCD1	#abd0e6	3.6794924011425634
ATP5L	#ecf4fb	1.4544452103951981
ATP5SL	#ebf3fb	1.4892845236414858
ATP6AP2	#d3e3f3	2.486214553076351
ATP6V0C	#eef5fc	1.4002431446074377
ATP6V0D2	#edf4fc	1.4225074591305795
ATP6V1C2	#eef5fc	1.3753441784109806
ATP6V1D	#d0e2f2	2.5712349661405547
ATP6V1H	#f5fafe	1.0868816924868876
ATP8B1	#d4e4f4	2.435685417987882
ATP8B4	#f1f7fd	1.2514553301981466
ATPAF1	#d6e5f4	2.3521314330837364
ATPAF2	#edf4fc	1.4090727343517193
ATR	#e7f0fa	1.6655120227641498
ATRAID	#b7d4ea	3.37717401753312
ATRN	#f2f8fd	1.192746521157686
ATXN1	#e6f0f9	1.7080768933130221
ATXN2	#c7dcef	2.9527135676980896
ATXN2L	#e8f1fa	1.600053456925787
ATXN7	#d8e7f5	2.2604026398549504
ATXN7L3	#e3eef9	1.789004679839769
AUH	#dbe9f6	2.1292464353450464
AURKAIP1	#e2edf8	1.8475429819112212
AURKC	#d6e6f4	2.324516446951854
AVIL	#edf4fc	1.4248946121602133
AVP	#f6faff	1.0341750901434166
AVPI1	#f5fafe	1.0782243935512612
AXIN1	#c8dcf0	2.909913780862369
AZI2	#e8f1fa	1.6138595908360232
AZU1	#f3f8fe	1.1793575749091854
B2M	#d8e7f5	2.2506494446005103
B3GALNT1	#d0e1f2	2.6198543928431466
B3GALT2	#eef5fc	1.374044775361621
B3GALT6	#dce9f6	2.0975213801379486
B3GALTL	#f2f8fd	1.1942071910931669
B3GNT5	#ddeaf7	2.0520247629872244
B3GNTL1	#d5e5f4	2.3931486897085437
B4GALT2	#e9f2fa	1.5812398923741289
B4GAT1	#c9ddf0	2.897577002640865
B9D1	#e8f1fa	1.608077581425037
BAAT	#b2d2e8	3.5013932370599945
BACE1	#e4eff9	1.7509770037852639
BACH2	#cddff1	2.735415209604166
BAG2	#d5e5f4	2.3785270873827806
BAHCC1	#dfebf7	1.9743367126542244
BAIAP2L1	#f5fafe	1.0910973765351604
BAIAP3	#d3e3f3	2.4949441382610886
BAK1	#c7dcef	2.9401283275629986
BAP1	#ecf4fb	1.4395242117486984
BARX1	#e7f0fa	1.6767859451572367
BAX	#dce9f6	2.100800337686443
BAZ1B	#f1f7fd	1.2532699889196859
BBS2	#b7d4ea	3.399089062853155
BBS5	#e0ecf8	1.9207347582017458
BBS7	#d7e6f5	2.283562748688936
BCAS4	#d6e5f4	2.3549351678363455
BCKDHA	#c4daee	3.0432861137628375
BCKDHB	#eaf3fb	1.5305063223653939
BCL10	#e6f0f9	1.6878612581908352
BCL11A	#f6faff	1.038938666165086
BCL2L10	#e7f0fa	1.6594484332708486
BCL2L11	#e0ecf8	1.910811956146942
BCL2L12	#e5eff9	1.7231980726734903
BCL6	#f4f9fe	1.1511567324668015
BCL9	#d9e7f5	2.241237403091018
BCL9L	#e3eef8	1.8328286994944378
BCO1	#dfecf7	1.9517112131413994
BCORL1	#dae8f6	2.1612792474238574
BDH2	#dbe9f6	2.146976104924403
BECN1	#d3e4f3	2.456415633766895
BECN2	#c7dcef	2.9508990027170157
BEGAIN	#f2f8fd	1.1971922992776725
BEND2	#dfecf7	1.9644277722078136
BEND5	#d9e8f5	2.213791716049007
BEND7	#dae8f6	2.1678930511538153
BEST1	#ebf3fb	1.4943908236247854
BEST4	#d7e6f5	2.2960424700779885
BEX2	#e7f0fa	1.6602597602372398
BFSP2	#f3f8fe	1.16652795618491
BHLHA15	#f4f9fe	1.1476362973567655
BHLHB9	#deebf7	2.0102518428221163
BHLHE23	#f2f7fd	1.2401794544391076
BHLHE40	#deebf7	2.0052041018268847
BHMT	#f1f7fd	1.2745299411322852
BID	#eff6fc	1.3337347023728472
BIK	#dce9f6	2.1049474062358247
BIRC6	#eaf2fb	1.5613977974411148
BIRC8	#e0ecf8	1.9358831761367117
BLOC1S1	#eef5fc	1.3572476832410614
BLOC1S3	#f1f7fd	1.277178916138309
BLOC1S4	#dce9f6	2.1171327661608426
BLOC1S6	#f5fafe	1.0662391825124047
BLVRA	#dce9f6	2.11398474885149
BMF	#f1f7fd	1.2606504549717674
BMP10	#f7fbff	1.0194951208574583
BMP15	#e1edf8	1.8924842039426701
BMP2	#f5fafe	1.0759994682856497
BMP5	#d9e7f5	2.2364656405675998
BMP8A	#f2f7fd	1.2387229712632026
BMP8B	#e9f2fa	1.5644072251677454
BMPR1B	#ebf3fb	1.4894545061868802
BMPR2	#e2edf8	1.8702989277761026
BNC2	#e2edf8	1.864227060057455
BNIP3L	#f2f7fd	1.2296637376855009
BOC	#e4eff9	1.7501469608899816
BPIFB3	#f5f9fe	1.1143058676906796
BPY2B	#f5f9fe	1.1248164399073644
BRD7	#c9ddf0	2.8978152421946866
BRE	#cddff1	2.7448971348955657
BRI3	#f2f7fd	1.2231196928428019
BRI3BP	#d9e7f5	2.2479582811849026
BRICD5	#f4f9fe	1.1382276697827478
BRIX1	#f2f7fd	1.2484537880812603
BRK1	#f6faff	1.0473975203212578
BRMS1L	#ebf3fb	1.4797233511855639
BROX	#f0f6fd	1.3040283485889033
BSDC1	#cddff1	2.731324182670794
BTBD1	#f4f9fe	1.1530524776243032
BTBD17	#eaf3fb	1.5146675428740501
BTBD2	#e0ecf8	1.914596077125576
BTBD7	#d2e3f3	2.515796105690361
BTD	#cddff1	2.724240541835921
BTF3	#f0f6fd	1.3036333939547786
BTG1	#ebf3fb	1.480281324222128
BTG3	#d6e5f4	2.357456921232376
BTN2A1	#eef5fc	1.3716862338703912
BTN3A1	#f3f8fe	1.1702012325033198
BTN3A2	#f3f8fe	1.1577426554250556
BTNL8	#edf4fc	1.4134753624875178
BUD13	#eaf2fb	1.5443087597455272
BVES	#cbdef1	2.7878868802940073
BZRAP1	#f7fbff	1.0257512406209588
BZW1	#f0f6fd	1.307296258638578
C10orf10	#eef5fc	1.3556116845530306
C10orf107	#d9e8f5	2.193133631022383
C10orf12	#eaf2fb	1.5329358258880217
C10orf2	#dbe9f6	2.1324248349685706
C10orf25	#e3eef9	1.8081201872346726
C10orf55	#eef5fc	1.3749496124588374
C10orf62	#d4e4f4	2.4080856716371737
C10orf76	#e7f0fa	1.6718644349467735
C11orf1	#dfecf7	1.9399119099581603
C11orf24	#f1f7fd	1.2671960118581205
C11orf40	#f5fafe	1.0710969639265404
C11orf53	#d8e7f5	2.2592436817783614
C11orf58	#e2edf8	1.8735241535980376
C11orf63	#e7f0fa	1.6563514437765734
C11orf65	#dbe9f6	2.1309469046982277
C11orf68	#f6faff	1.041264393603955
C11orf73	#e2edf8	1.856555840472178
C11orf88	#d6e5f4	2.3584735382121336
C11orf91	#cde0f1	2.7014021138875197
C11orf97	#eef5fc	1.3720699836119854
C11orf98	#e9f2fa	1.589776180476541
C12orf43	#f4f9fe	1.1522928189572386
C12orf49	#eaf3fb	1.5190664300687517
C12orf74	#dfebf7	1.982567465730316
C12orf75	#dae8f6	2.1816047099819595
C12orf80	#f7fbff	1.0284089330948436
C14orf1	#d9e7f5	2.2423664361910363
C14orf166	#c7dbef	2.98998756830918
C14orf177	#e9f2fa	1.5833862457802188
C14orf2	#e8f1fa	1.5989538272507797
C14orf79	#e6f0f9	1.6924261686800042
C15orf27	#edf4fc	1.418314106137447
C15orf32	#eff6fc	1.3182626212312993
C15orf38-AP3S2	#87bddc	4.451433116389277
C15orf59	#e9f2fa	1.5926789145948785
C15orf61	#eaf3fb	1.5206322118839257
C16orf13	#e4eff9	1.7714348394303998
C16orf58	#c6dbef	3.016884430659289
C16orf62	#eaf3fb	1.5096056329119685
C16orf71	#e9f2fa	1.5823545654923907
C16orf87	#f3f8fe	1.1651548233133497
C16orf89	#c7dbef	2.9916190438546537
C17orf58	#f1f7fd	1.279325832321823
C17orf59	#e3eef8	1.8171993370220836
C17orf77	#eaf2fb	1.561846483942612
C17orf78	#e0ecf8	1.9148055486878244
C17orf82	#b8d5ea	3.3645302952702605
C17orf96	#d4e4f4	2.431479025531553
C17orf97	#eef5fc	1.3840913449569148
C17orf98	#f3f8fe	1.1719346400970225
C17orf99	#dae8f6	2.1805826728300666
C18orf21	#d6e6f4	2.3237971995419873
C18orf25	#bfd8ed	3.1850230425757085
C18orf54	#d6e6f4	2.3187945760876976
C18orf63	#ebf3fb	1.49199915512735
C19orf24	#d6e5f4	2.3579308992261643
C19orf26	#eaf3fb	1.50712796902549
C19orf44	#b7d4ea	3.3823583779273054
C19orf70	#dceaf6	2.0901081019141126
C19orf80	#e9f2fa	1.5887765096913893
C1GALT1	#e5eff9	1.7210326216085527
C1GALT1C1	#e4eff9	1.7727946302098208
C1GALT1C1L	#e8f1fa	1.620899852859434
C1QL3	#f1f7fd	1.2652191890563569
C1QTNF2	#e1edf8	1.8777066562567475
C1QTNF8	#eaf2fb	1.542337578857964
C1QTNF9B	#ecf4fb	1.4662632403086926
C1orf106	#e6f0f9	1.6898869095286244
C1orf111	#e7f0fa	1.6585684815487671
C1orf127	#eff6fc	1.318069058738459
C1orf141	#e4eff9	1.7522091829697515
C1orf158	#eef5fc	1.4035991705074997
C1orf159	#dfebf7	1.979621473851689
C1orf168	#eef5fc	1.3799408336077903
C1orf210	#f7fbff	1.0124115018851862
C1orf226	#f4f9fe	1.1317598480618452
C1orf228	#c7dbef	2.9867951905436656
C1orf229	#f3f8fe	1.1850539123622312
C1orf233	#f5fafe	1.0826874731829885
C1orf43	#e6f0f9	1.6891538546814768
C1orf52	#f5f9fe	1.0991016973864658
C1orf53	#d0e1f2	2.618558012315048
C1orf64	#f2f7fd	1.2338543417059882
C1orf86	#eff6fc	1.3184314961769503
C20orf194	#e3eef9	1.805042727732254
C20orf196	#eaf3fb	1.5264214559367153
C20orf197	#ecf4fb	1.467798419336686
C20orf27	#f7fbff	1.0015048078729472
C20orf78	#e3eef8	1.8236281966596222
C21orf33	#cee0f2	2.6773002260197147
C22orf15	#dae8f6	2.1662858491856447
C22orf31	#f0f6fd	1.2876482539580811
C22orf39	#f6faff	1.059990680028517
C2CD4A	#eaf3fb	1.502471930050835
C2CD4D	#d6e5f4	2.3687561238474792
C2orf16	#d9e8f5	2.2165377958576715
C2orf40	#f6faff	1.0614985217221047
C2orf44	#e3eef8	1.8191046063553813
C2orf47	#e0ecf8	1.917689995176001
C2orf48	#dce9f6	2.112734516278295
C2orf49	#c7dbef	2.9850880928067856
C2orf73	#d5e5f4	2.3850521483285707
C2orf76	#eaf2fb	1.5483654967549425
C2orf88	#e3eef8	1.826484507690462
C2orf91	#dbe9f6	2.125768442792783
C3orf20	#e1edf8	1.9037448266928643
C3orf35	#f5fafe	1.0632756691319751
C3orf56	#eaf2fb	1.5533385731123481
C3orf67	#dae8f6	2.166847114063669
C4BPA	#f2f7fd	1.2462406350163213
C4orf19	#f5f9fe	1.094338757107211
C4orf26	#edf4fc	1.41745899429596
C4orf27	#dae8f6	2.179649001313832
